en,de,description,file,hash
"Add an asterisk on required fields after the label tag.","Einen Asterisk nach dem Label-Tag zu Pflichtfeldern hinzufügen.",,site/modules/FrontendForms/FrontendForms.module,dffe9621d38ef2d6cde5d19b8a5fad89
"Adds a span element with an asterisk after the field label on required fields (<span class=""asterisk"">*</span>).","Fügt ein span element mit einem Asterisk nach dem Label-Tag bei Pflichtfeldern hinzu (<span class=""asterisk"">*</span>).",,site/modules/FrontendForms/FrontendForms.module,ac4210c3245df9966263e8bc71a1836c
"You can also use CSS pseudo class :after to add an asterisk to the label tag. For this reason you can disable the asterisk markup.","Sie können auch die CSS Pseudo-Klasse :after nutzen um einen Asterisk nach dem Label Tag einzufügen. Aus diesem Grund können Sie die Einfügung des Asterisk Mark-up unterbinden.",,site/modules/FrontendForms/FrontendForms.module,52fe89faf69cb2128424b868ece04de9
"Do not show hint for required fields","Keinen Hinweis für Pflichtfelder anzeigen",,site/modules/FrontendForms/FrontendForms.module,84dfb4afaa9b4a8beafb21f1eddc74a9
"Show hint for required fields on top","Hinweis für Pflichtfelder oben anzeigen",,site/modules/FrontendForms/FrontendForms.module,86172a610c2ef5eba8f95d683853535a
"Show hint for required fields on bottom","Hinweis für Pflichtfelder unten anzeigen",,site/modules/FrontendForms/FrontendForms.module,fd7afae8d1a6c5f8b586dd648f2edb34
"Disable displaying of the text (none), place the text before (top) or after (bottom) the form.","Die Anzeige des Textes unterbinden (kein), den Text vor (oben) oder nach (unten) dem Formular anzeigen.",,site/modules/FrontendForms/FrontendForms.module,8842b7eaca395f94ccf4247a3dec7fb2
"Enable/disable the display of the required text and set the position","Anzeigen/verstecken der Anzeige des Textes für die Pflichtfelder und Festsetzung der Position",,site/modules/FrontendForms/FrontendForms.module,419482be203a6d6e6ca5dfab534db3c4
"Can be overwritten on each form.","Kann bei jedem Formular überschrieben werden.",,site/modules/FrontendForms/FrontendForms.module,a310d89389c61c1262dc8b170e54b418
"Hint for visitors that all required fields have to be filled out","Der Hinweistext für Besucher, dass alle Pflichtfelder ausgefüllt werden müssen",,site/modules/FrontendForms/FrontendForms.module,5119a3299816914535285e9a1ce65c89
"This text will be displayed on the form depending on your settings.","Dieser Text wird entsprechend ihren Einstellungen angezeigt.",,site/modules/FrontendForms/FrontendForms.module,d7c2c8b972d23974722479d00df373b9
"If nothing is entered, a default text will be displayed instead.","Wenn nichts eingegeben wird, dann wird stattdessen ein Standardtext verwendet.",,site/modules/FrontendForms/FrontendForms.module,4f391e9c54871cb2ba07440e4dcde2f8
"Settings for messages after form submission","Einstellungen für Meldungen nach dem Absenden des Formulars",,site/modules/FrontendForms/FrontendForms.module,365bb743041cffedef0b75f080a11457
"The message after successful submission","Text nach erfolgreicher Absendung des Formulars",,site/modules/FrontendForms/FrontendForms.module,a30590d3607a49d08ba70125889fdc4c
"This text will be displayed after a form was submitted successfully.","Dieser Text wird angezeigt, nachdem das Formular erfolgreich gesendet wurde.",,site/modules/FrontendForms/FrontendForms.module,b9490a4a1dbf80bf51629efa398fd4c4
"The message after submission failed","Text nach fehlgeschlagener Absendung des Formulars",,site/modules/FrontendForms/FrontendForms.module,98a115741f55482456b6723baeced037
"This text will be displayed after errors on form submission.","Dieser Text wird angezeigt, nachdem Fehler beim Versuch das Formular zu senden aufgetreten sind.",,site/modules/FrontendForms/FrontendForms.module,99bc0368b6b8e031527fc78678727a3a
"Settings for the markup and styling of the form and the input fields","Einstellungen für das Markup und Styling der Formulare und Eingabefelder",,site/modules/FrontendForms/FrontendForms.module,8a1577b8f1c200d0151b7eed3147615a
"Add wrappers to the form fields","Wrapper Container zu Formularfelder hinzufügen",,site/modules/FrontendForms/FrontendForms.module,498dd7c80478c5b43acfd468ce925bf6
"Add wrapper div for the inputfield (input wrapper)","Einen Wrapper Container zum Input-Feld hinzufügen (input wrapper)",,site/modules/FrontendForms/FrontendForms.module,418fa1a1a214848b688ca0929d30fdf1
"Add outer wrapper div for each formfield (field wrapper)","Einen äußeren Wrapper-Conainer zu jedem Formular-Feld hinzufügen (field wrapper)",,site/modules/FrontendForms/FrontendForms.module,02edb6924c99d44eac912630d17ee98b
"Add an additional wrapper div after opening and before closing form tag","Einen zusätzlichen Wrapper-Container zwischen dem öffnenden und schließenden Form Tag hinzufügen",,site/modules/FrontendForms/FrontendForms.module,bccc224dcd0922cf59461e2d3f29dc14
"Add a wrapper div over all form elements","Einen Wrapper-Container über alle Formularfelder hinzufügen",,site/modules/FrontendForms/FrontendForms.module,276d962ba9474e7cd0f834019b88c00a
"In some rare cases you need to wrap all form elements inside an extra wrapper div, which is between the opening and closing form tag. For this case you can add the div by checking the box.","In seltenen Fällen wird ein extra Container über alle Formular-Elemente benötigt, welche sich zwischen dem öffnenden und schließenden form tag befindet. Für diesen Fall kann der Container durch anklicken der Box hinzugefügt werden.",,site/modules/FrontendForms/FrontendForms.module,31d74429df3f5c9334d1f91751e0f73e
"Add a CSS class to to the extra wrapper div","Eine CSS-Klasse zu diesem extra Container hinzufügen",,site/modules/FrontendForms/FrontendForms.module,dca03e2707a55b83d6d2eb3aa549ff24
"By default, an unique id will be added, but if you need a special styling class, you can enter the name of the class in this field.","Standardmäßig wird eine einzigartige ID hinzugefügt, aber wenn Sie zur Gestaltung des Containers eine spezielle CSS-Klasse benötigen, dann können Sie diese in das Feld eintragen.",,site/modules/FrontendForms/FrontendForms.module,fddbf871807bca492cfdce44610e6f71
"Output rendering","Ausgabe rendern",,site/modules/FrontendForms/FrontendForms.module,e22428c686e2484d13fe958b6dd96ded
"Select if you want to use a framework for rendering the form or not","Wählen Sie aus, ob Sie ein CSS-Framework für die Formularausgabe nutzen möchten oder nicht",,site/modules/FrontendForms/FrontendForms.module,b8ab6902234d473780a27431e7c004fe
"No framework",Keines,,site/modules/FrontendForms/FrontendForms.module,672c694e3c32de003ed77fa07f6420cc
"Custom path for the CSS classes json file","Benutzerdefinierter Pfad für die JSON-Datei der CSS-Klassen",,site/modules/FrontendForms/FrontendForms.module,df7e7a4b40e471bef3d8def9d6650d13
"If you want to save your custom CSS class file in a directory other than site/assets/files/FrontendForms/frameworks/, you can enter the path to your custom directory here. Otherwise leave this field empty.","Wenn Sie Ihre benutzerdefinierte CSS-Klassendatei in einem anderen Verzeichnis als site/assets/files/FrontendForms/frameworks/ speichern möchten, können Sie hier den Pfad zu Ihrem benutzerdefinierten Verzeichnis eingeben. Andernfalls lassen Sie dieses Feld leer.",,site/modules/FrontendForms/FrontendForms.module,fd0b6fed9e7e756313769a11093ff20d
"Please enter the path starting with site (eg site/templates/FrontendForms/frameworks).","Bitte geben Sie den Pfad beginnend mit site ein (z.B. site/templates/FrontendForms/frameworks).",,site/modules/FrontendForms/FrontendForms.module,2faa0d1d2f63b7b5358d8d351efed3ee
"You find more information about custom CSS json files %s.","Weitere Informationen über benutzerdefinierte CSS-json-Dateien finden Sie %s.",,site/modules/FrontendForms/FrontendForms.module,2f97875791a2ed2f8d0e37fe2459f06c
"Append the label after the input tag on checkboxes and radios","Den Label-Tag nach dem Input Tag bei Checkboxen und Radio Buttons anzeigen",,site/modules/FrontendForms/FrontendForms.module,3d40631076ed8bbd19e7aaa78cd4f123
"By default, radio and checkbox tags are wrapped by their label tag. If you want to append the label tag after the input tag, please check the appropriate box.","Standardmäßig werden Checkboxen und Radio Buttons mit dem Label Tag umgeben. Wenn Sie aber möchten, dass der Label Tag erst nach dem Input Tag angezeigt wird, dann markieren Sie die entsprechende Box.",,site/modules/FrontendForms/FrontendForms.module,420b58ba111ac466843ceb296be2b1c4
"Append label on checkboxes","Label bei Checkboxen nach dem Input Tag anzeigen",,site/modules/FrontendForms/FrontendForms.module,cf44c50f0e34ccaa350623b45fb893ab
"Append label on radio buttons","Label bei Radio Buttons nach dem Input Tag anzeigen",,site/modules/FrontendForms/FrontendForms.module,0e575171cddf029c5b9fdc05725397cc
"Set the position of the field description","Bestimmen Sie die Position der Eingabefeld-Beschreibung",,site/modules/FrontendForms/FrontendForms.module,a835c133140136c0416a5045dec59326
"By default, the field description will be displayed after the input field. If you want you can display the description before or after the label too.","Standardmäßig wird die Eingabefeld-Beschreibung unterhalb des Eingabefeldes angezeigt. Sie können diese aber auch direkt vor oder nach dem Label anzeigen lassen.",,site/modules/FrontendForms/FrontendForms.module,69749f3e4e496cf5ca8751d7f376deea
"Can be overwritten on each form and even on each input field.","Kann bei jeden Formular und auch direkt bei jeden Eingabefeld überschrieben werden.",,site/modules/FrontendForms/FrontendForms.module,024432684785ecba47cfb7084c991a7b
"Before the field label","Vor dem Label",,site/modules/FrontendForms/FrontendForms.module,e1f95af6b2b8cc77ca357af807df6083
"After the field label","Nach dem Label",,site/modules/FrontendForms/FrontendForms.module,1e2b06cfb055315bf2f71e90ae0ce5b0
"After the input field","Nach dem Eingabefeld",,site/modules/FrontendForms/FrontendForms.module,d10fa5e10f988fcc438a488bb2f5dede
"Tag for the label element","Tag für das Label-Element",,site/modules/FrontendForms/FrontendForms.module,a851fbfd023fc53cfd4c3fc913aaf0a7
"Change the tag (p, div,..) for the label of an input field.","Ändern Sie den Tag (p, div,..) für das Label eines Eingabefeldes.",,site/modules/FrontendForms/FrontendForms.module,47a88281427cf3e734aab194a5afded8
"If you are not satisfied with the tag used for this item, you can modify it according to your needs. Otherwise, leave this field blank.","Wenn Sie mit dem für dieses Element verwendeten Tag nicht zufrieden sind, können Sie diesen nach Ihren Bedürfnissen ändern. Andernfalls lassen Sie dieses Feld leer.",,site/modules/FrontendForms/FrontendForms.module,b4f0a0ac5d61c175e3047e45e049eb5f
"Tag for the description element","Tag für das Beschreibungs-Element",,site/modules/FrontendForms/FrontendForms.module,d12f6160684a8a387e5230025dd672f9
"Change the tag (p, div,..) for the description of an input field.","Ändern Sie den Tag (p, div,..) für die Beschreibung eines Eingabefeldes.",,site/modules/FrontendForms/FrontendForms.module,36c96e06adda682dc4ad349f4e8d6db9
"Tag for the notes element","Tag für das Hinweis-Element",,site/modules/FrontendForms/FrontendForms.module,4d0e0ce61cfb19d808810f874b7a692f
"Change the tag (p, div,..) for the notes of an input field.","Ändern Sie den Tag (p, div,..) für den Hinweistext eines Eingabefeldes.",,site/modules/FrontendForms/FrontendForms.module,fb6b6fcbd43277c375589aa25f68aca9
"Tag for the message elements (success and error message)","Tag für die Meldungselemente (Erfolgs- und Fehlermeldung)",,site/modules/FrontendForms/FrontendForms.module,ad269b44f7c4efb0b648213a1ec7ff7b
"Change the tag (p, div,..) for the messages of an input field.","Ändern Sie den Tag (p, div,..) für die Meldungselemente eines Eingabefeldes.",,site/modules/FrontendForms/FrontendForms.module,99db3bbafc897f6819b0bb8e0621e5d6
"Custom CSS classes","Eigene CSS Klassen",,site/modules/FrontendForms/FrontendForms.module,2aa8d951a33a4ede2260e61e9030b6d7
"You can overwrite each CSS class with your own class name(s). If you want to add multiple classes at the same time please separate them with a whitespace (fe class1 class2).","Sie können jede CSS-Klasse mit Ihren eigenen Klassennamen überschreiben. Wenn Sie mehrere Klassen gleichzeitig hinzufügen möchten, trennen Sie diese bitte mit einem Leerzeichen (z. B. Klasse1 Klasse2).",,site/modules/FrontendForms/FrontendForms.module,89c12578095929b622dee02997775ec3
"CSS class for the %s","CSS Klasse für %s",,site/modules/FrontendForms/FrontendForms.module,3e17fd7790ba1feceace786e775d2ba7
"Current class","Aktuelle Klasse",,site/modules/FrontendForms/FrontendForms.module,e7a61cfa8747480af7070c6f8e63c812
"Settings for stylesheets and scripts","Einstellungen für die Stylesheets und Skripte",,site/modules/FrontendForms/FrontendForms.module,d8e4d251281d05f85acf5cc936fa7f4d
"Javascript setting","JavaScript Einstellung",,site/modules/FrontendForms/FrontendForms.module,c454d41006c3a47ef050056608a6b7d9
"Remove all module Javascript files from frontend","Die Einbindung aller Javascript-Dateien für dieses Modul unterbinden",,site/modules/FrontendForms/FrontendForms.module,73e95f708b3641dc5fca104171c32081
"All JavaScript files, which will be needed for some features of the form, will added before the closing body tag on the frontend by default . You can prevent the embedding of the scripts completely by checking the box.","Alle JavaScript-Dateien, die für einige Funktionen des Formulars benötigt werden, werden standardmäßig vor dem schließenden body-Tag im Frontend hinzugefügt. Sie können das Einbetten der Skripte vollständig verhindern, indem Sie das Häkchen setzen.",,site/modules/FrontendForms/FrontendForms.module,456ec8e7a08a31fa2153bbea0091440c
"CSS setting","CSS Einstellungen",,site/modules/FrontendForms/FrontendForms.module,6bfa90ae9f841ec2adedb46975347afd
"Remove frontendforms.css from template","Die Einbindung der CSS-Datei frontendforms.css beim Template unterbinden",,site/modules/FrontendForms/FrontendForms.module,40332d3353119c2a3709b3207527f745
"A small CSS file for the forms will be added to the template by default. You can remove the embedding of the CSS file by checking the box.","Standardmäßig wird im Frontend eine kleine CSS-Datei für die Formulare hinzugefügt. Sie können die Einbettung der CSS-Datei unterbinden, indem Sie das Kontrollkästchen aktivieren.",,site/modules/FrontendForms/FrontendForms.module,a0a34efcb7026e3f77c8e54472b84fd8
"Ajax form submission","Ajax Formular-Übermittlung",,site/modules/FrontendForms/FrontendForms.module,60b194eab605784a5b4d24e228c2e76d
"Submit forms via Ajax","Formulare mittels Ajax absenden",,site/modules/FrontendForms/FrontendForms.module,565bc477c715412ea8ce5d0fcf65f22f
"If the box is checked, every form and its form data will be submitted via Ajax. This means that there will be no page reload after submission.","Wenn das Kästchen angekreuzt ist, wird jedes Formular und dessen Formulardaten mittels Ajax übermittelt. Das bedeutet, dass die Seite nach dem Absenden nicht neu geladen wird.",,site/modules/FrontendForms/FrontendForms.module,7236e01a0c420ee025e2ff26d8d4d21f
"Please note, if Javascript is not enabled, the form will be submitted with page reload, but this could cause problems under certain circumstances where no page reload is necessary. If Javascript is not enabled, the user will see a warning message above the form.","Bitte beachten Sie, wenn Javascript nicht aktiviert ist, wird nach jedem Absenden eines Formulars die Seite neu geladen, was jedoch unter bestimmten Umständen zu Problemen führen kann, wenn kein Neuladen der Seite gewünscht ist. Wenn Javascript nicht aktiviert ist, wird dem Benutzer eine Warnmeldung über dem Formular angezeigt.",,site/modules/FrontendForms/FrontendForms.module,21b577392733c28766c3c34d5bddf53d
"Hide the progressbar during form submission","Ausblenden des Fortschrittsbalkens während der Formularübermittlung",,site/modules/FrontendForms/FrontendForms.module,32d0a0932303e72b8cd4da077ecf6838
"If the box is checked, the progressbar will not be displayed during the form submission via Ajax.","Wenn das Kontrollkästchen aktiviert ist, wird der Fortschrittsbalken während der Formularübermittlung mittels Ajax nicht angezeigt.",,site/modules/FrontendForms/FrontendForms.module,30526da4a80e9236f977949cad94b787
"Usually, a progressbar with a text will be displayed during the submission of a form via Ajax to inform the user that the form will be submitted. This could be helpful to users, if the submission will take a little more time.","In der Regel wird während des Absendens eines Formulars mittels Ajax ein Fortschrittsbalken mit einem Text angezeigt, um den Benutzer darüber zu informieren, dass das Formular abgeschickt wird. Dies könnte für Benutzer als Info hilfreich sein, wenn die Einreichung etwas mehr Zeit in Anspruch nimmt.",,site/modules/FrontendForms/FrontendForms.module,17c6f55cd8c47c8c64246835709f7893
"AJAX form submission info text","Infotext zur AJAX-Formularübermittlung",,site/modules/FrontendForms/FrontendForms.module,222be968e8865753b0dbd5ea083b877e
"This text will be displayed next to the progress bar during a form is submitted via AJAX.","Dieser Text wird neben dem Fortschrittsbalken angezeigt, wenn ein Formular über AJAX gesendet wird.",,site/modules/FrontendForms/FrontendForms.module,091a75fbe174b195242b44b8a2cc2194
"Email settings","E-Mail Einstellungen",,site/modules/FrontendForms/FrontendForms.module,5386484801d01d2ece73fbc5f605f739
"Date format",Datumsformat,,site/modules/FrontendForms/FrontendForms.module,534fd46732986cba0efeda8701592427
"fe. Y-m-d","z.B. Y-m-d",,site/modules/FrontendForms/FrontendForms.module,11775982c70c55a70765a0a3e82ecc41
"Enter a global date format which can be used for date strings in email templates.","Geben Sie ein globales Datumsformat ein, welches für Datumsangaben in E-Mail-Vorlagen verwendet werden kann.",,site/modules/FrontendForms/FrontendForms.module,72283172f716e7c34b35b50ff698535f
"Time format",Zeitformat,,site/modules/FrontendForms/FrontendForms.module,08d069d5db8652e62598ac3a655f95d8
"fe. H:i","z.B H:i",,site/modules/FrontendForms/FrontendForms.module,5f370f31237cf69ef9557bb195412608
"Enter a global time format which can be used for time strings in email templates.","Geben Sie ein globales Zeitformat ein, welches für Zeitangaben in E-Mail-Vorlagen verwendet werden kann.",,site/modules/FrontendForms/FrontendForms.module,e198ef21e8a32d2793314a7ddc09d72a
"HTML email template setting","HTML E-Mail Template Einstellungen",,site/modules/FrontendForms/FrontendForms.module,7ba64fb164e72d97660308b67acfefbe
"Choose whether you want to use the HTML template for your emails and if so, which one.","Entscheiden Sie, ob Sie ein HTML Template für Ihre E-Mails verwenden wollen, oder nicht",,site/modules/FrontendForms/FrontendForms.module,cebf3687d25bd4915ed8816bf8f91604
"If you are using FrontendForms with the PW WireMail class to send emails, you can use a HTML email template by adding the mailTemplate() method to the WireMail object. Can be overwritten on each form.","Wenn Sie FrontendForms mit der PW WireMail-Klasse zum Senden von E-Mails verwenden, können Sie eine HTML-E-Mail-Vorlage verwenden, indem Sie dem WireMail-Objekt die mailTemplate()-Methode hinzufügen. Kann auf jedem Formular überschrieben werden.",,site/modules/FrontendForms/FrontendForms.module,99d4cdbb31bb961f30c4d20dfc7afb39
"Data privacy settings","Datenschutz Einstellungen",,site/modules/FrontendForms/FrontendForms.module,3d68b09877695bf8ec9113899ff693ad
"Select the type of page that contains your privacy policy","Wählen Sie den Seitentyp aus, der Ihre Datenschutzerklärung enthält",,site/modules/FrontendForms/FrontendForms.module,8505305f66de73c3333016eca221de3d
"Choose whether you want to use an internal ProcessWire page or an external website as your privacy policy page.","Wählen Sie aus, ob Sie eine interne ProcessWire-Seite oder eine externe Website als Ihre Datenschutzrichtlinien-Seite verwenden möchten.",,site/modules/FrontendForms/FrontendForms.module,3b314feef3a760d84c30ae0cc3204c94
"Internal ProcessWire page","Interne ProcessWire-Seite",,site/modules/FrontendForms/FrontendForms.module,de3237e4be387dcdc969538f20f15f00
"Page of an external website","Seite einer externen Webseite",,site/modules/FrontendForms/FrontendForms.module,9e6c6de8da88dcf38c4fe9fd0f71e0b8
"URL to the external page with the privacy policy","URL zur externen Seite mit der Datenschutzerklärung",,site/modules/FrontendForms/FrontendForms.module,15508888087480ed9fc1f1e912defd00
"Enter the URL of the page that contains your privacy policy.","Geben Sie die URL der Seite ein, die Ihre Datenschutzerklärung enthält.",,site/modules/FrontendForms/FrontendForms.module,f0a25732b34fad9f41d2fc69772ed923
"Privacy policy page","Seite für die Datenschutz Richtlinien",,site/modules/FrontendForms/FrontendForms.module,3b75aac75dc5f26614dab746da7b081d
"Select the page that contains your privacy policy by entering a search term for the title of that page (e.g. privacy).","Wählen Sie die Seite aus, die Ihre Datenschutzerklärung enthält, indem Sie einen Suchbegriff für den Titel dieser Seite eingeben (z. B. Datenschutz).",,site/modules/FrontendForms/FrontendForms.module,658a5b22c4343bcf0c40d64bc3ec7696
"The link to this page will be used inside the Privacy class for generating the ""Accept the privacy policy"" checkbox.","Der Link zu dieser Seite wird innerhalb der Privacy Klasse für die Erstellung der ""Datenschutz Richtlinie  akzeptieren"" Checkbox genutzt.",,site/modules/FrontendForms/FrontendForms.module,b2037d2cf34d31283e27629ce628a7b1
"Spam protection and security settings for the forms","Spamschutz und Sicherheitseinstellungen für die Formulare",,site/modules/FrontendForms/FrontendForms.module,d948b0979419edaaf3ede78b08431a01
"Make your global settings for spam protection and security. Most of the settings can be overwritten on per form base if needed.","Nehmen Sie Ihre globalen Einstellungen für Spamschutz und Sicherheit vor. Die meisten Einstellungen können bei Bedarf pro Formular überschrieben werden.",,site/modules/FrontendForms/FrontendForms.module,c7ba82e5e96eb3b6e938a23b4c6b604f
"Measure 1: Restrict number of failed attempts","Maßnahme 1: Anzahl der Fehlversuche einschränken",,site/modules/FrontendForms/FrontendForms.module,5bfa0474e524b8ae2987579a69cc4dfd
"Max number of failed attempts","Maximale Anzahl fehlgeschlagener Versuche",,site/modules/FrontendForms/FrontendForms.module,e446ef24e3fe0ea378879d31137081d6
"Please set the max number of failed attempts for submitting a form.","Bitte legen Sie die maximal erlaubte Anzahl fehlgeschlagener Versuche zum Absenden eines Formulars fest.",,site/modules/FrontendForms/FrontendForms.module,12aed548ee688777aedc68a3ffeaa02d
"If set to 0 then this feature is disabled. After reaching the limit the user will be blocked by using a session and all browser windows have to be closed to remove the blocking.","Wenn auf 0 gesetzt, ist diese Funktion deaktiviert. Nach Erreichen des Limits wird der Benutzer für die aktuelle Sitzung blockiert und alle Browserfenster müssen geschlossen werden, um die Blockierung aufzuheben.",,site/modules/FrontendForms/FrontendForms.module,754b0201c107af8438c3fc0dff871d81
"Log IPs of blocked visitors","IP-Adressen blockierter Besucher loggen",,site/modules/FrontendForms/FrontendForms.module,f61c8434d727f79a4ed033ae983a64b9
"If the box is checked, an entry with the IP address of the visitor, the form id and the date will be stored in the logfiles after the visitor was blocked.","Wenn diese Box markiert ist, dann wird ein Eintrag mit der IP-Adresse des Besuchers, der Formular ID und dem Datum in die Log-Dateien geschrieben, sobald ein Besucher gesperrt wurde.",,site/modules/FrontendForms/FrontendForms.module,b5df7d3e871c3e99fe9235b5e95ab2fe
"Please note, that you have to inform your users in your privacy policy, that the IP address will be stored in this case.","Bitte beachten Sie, dass Sie Ihre Nutzer in Ihrer Datenschutzerklärung darauf hinweisen müssen, dass in diesem Fall die IP-Adresse gespeichert wird.",,site/modules/FrontendForms/FrontendForms.module,78a1cef918f4226af7097ed07914ea7d
"Measure 2: Time-trap - Measuring time until form submission","Maßnahme 2: Zeitfalle – Messung der Zeit bis zum Absenden des Formulars",,site/modules/FrontendForms/FrontendForms.module,5504982d2bb660c3327806054dc09d5c
"Min time before form submission","Mindestzeit für das Absenden des Formulars",,site/modules/FrontendForms/FrontendForms.module,c18393d954f62604d9f34be940b2b4ab
"Please set the min time in seconds before a form should be submitted.","Bitte legen Sie die Mindestzeit in Sekunden fest, bevor ein Formular abgesendet werden darf.",,site/modules/FrontendForms/FrontendForms.module,0485473a9712015f60760549e57e2c6d
"If set to 0 then this feature is disabled. This feature measures the time between loading and submitting a form. If it is to fast (fe a spam bot) it will lead to a form error. ","Wenn auf 0 gesetzt, ist diese Funktion deaktiviert. Diese Funktion misst die Zeit zwischen dem Laden und Absenden eines Formulars. Wenn es zu schnell abgesendet wird (z. B. ein Spam-Bot), führt dies zu einem Formularfehler.",,site/modules/FrontendForms/FrontendForms.module,7c7ae07258f9227ba85f1f8ee9e005eb
"Max time until form submission","Maximale Zeit bis zum Absenden des Formulars",,site/modules/FrontendForms/FrontendForms.module,5622c3cbb7ef8c0fae9e2e28120a2e38
"Please set the max time in seconds until a form should be submitted.","Bitte stellen Sie die maximale Zeit in Sekunden ein, bis zu der ein Formular abgesendet werden muss.",,site/modules/FrontendForms/FrontendForms.module,9e3909f2bb5f12b4b6b4514d23f41bdf
"If set to 0 then this feature is disabled. This feature measures the time between loading and submitting a form. If it is to slow (fe a spam bot analyzing the form) it will lead to a form error. ","Wenn auf 0 gesetzt, ist diese Funktion deaktiviert. Diese Funktion misst die Zeit zwischen dem Laden und Absenden eines Formulars. Wenn die Zeitspanne zu lange ist (z. B. wenn ein Spam-Bot das Formular analysiert), führt dies zu einem Formularfehler.",,site/modules/FrontendForms/FrontendForms.module,d31721ec7a27f1cd09ec10f10cebf88f
"Measure 3: Honeypot field","Maßnahme 3: Honeypot field",,site/modules/FrontendForms/FrontendForms.module,4320c93ec048c331f3ad3e101522f505
"Add honeypot field to form","Ein Honeypot-Feld zum Formular hinzufügen",,site/modules/FrontendForms/FrontendForms.module,81644780bcc7945b7e9a887d8c959f4b
"If the box is checked, an invisible honeypot field for spam protection will be added to the form.","Wenn die Box markiert ist, dann wird ein unsichtbares Honeypot-Feld als Spam-Schutz zum Formular hinzugefügt.",,site/modules/FrontendForms/FrontendForms.module,ccc4f0013866de7c16f450c3697e17e5
"It is recommended to use a honeypot field. Disable this feature only if you have a good reason to do so.","Es wird empfohlen das Honeypot-Feld zu verwenden. Deaktivieren Sie diese Funktion nur, wenn Sie einen wirklich guten Grund dazu haben.",,site/modules/FrontendForms/FrontendForms.module,27dd2d676c95f2a4eb948201642370cf
"Measure 4: Using IP blacklist","Maßnahme 4: IP-Blacklist verwenden",,site/modules/FrontendForms/FrontendForms.module,4f534cf37ae3780a28e420034d067e92
"Check IP of visitors","Die IP-Adresse von Besuchern überprüfen",,site/modules/FrontendForms/FrontendForms.module,938c38d175ad8e62e626c1cde8188ab9
"Enable checking of visitors IP against blacklist","Die Prüfung der Besucher IP-Adressen in Bezug auf die Blacklist aktivieren",,site/modules/FrontendForms/FrontendForms.module,df6cc1214358a05197841883566dc289
"You can prevent IP addresses from viewing your forms, if they might be harmful to your site. By checking/unchecking the box, you can enable/disable the checking against the blacklist.","Sie können IP-Adressen, welche möglicherweise Schaden auf der Seite verursachen könnten, von der Anzeige der Formulare ausschließen. Durch ankreuzen/entfernen des Hakens bei der Box können sie die Prüfung aktivieren oder unterbinden.",,site/modules/FrontendForms/FrontendForms.module,98c877cac3653e94f97c9bafcbc1b769
"This only works, if there is at least 1 entry in the next input field","Dies funktioniert aber nur, sofern mindestens 1 Eintrag im nächsten Eingabefeld vorhanden ist",,site/modules/FrontendForms/FrontendForms.module,55f5519cb2dac23306b2462b50f77aa2
"Blacklist of forbidden IPs","Blacklist der verbotenen IP-Adressen",,site/modules/FrontendForms/FrontendForms.module,dfe3af10424e82fb310981855ad187b8
"Please enter every IP address on a new line. Every visit of an IP address listed below prevents the form to be rendered on the frontend. Visitors see an alert box instead, that informs about the banned IP address.","Bitte geben Sie jede IP-Adresse in einer neuen Zeile ein. Jeder Besuch einer unten aufgeführten IP-Adresse verhindert die Darstellung des Formulars im Frontend. Besucher sehen stattdessen eine Meldung, die über die gesperrte IP-Adresse informiert.",,site/modules/FrontendForms/FrontendForms.module,581afc9021929d07a2eaf6015e23df2e
"Tip: You can take a look at the logfile for failed login attempts and enter fe. IP addresses that appear very often. Works only if logging failed attempts is enabled.","Tipp: Sie können sich die Logdatei für fehlgeschlagene Anmeldeversuche ansehen und dort z. IP-Adressen herausfiltern, die sehr häufig vorkommen . Funktioniert nur, wenn die Protokollierung fehlgeschlagener Versuche aktiviert ist.",,site/modules/FrontendForms/FrontendForms.module,ac2812338c71d2f2dee5988591a7758a
"(disabled: Please enable GD lib to enable CAPTCHA support)","(deaktiviert: Bitte aktivieren Sie GD lib um CAPTCHAs verwenden zu können)",,site/modules/FrontendForms/FrontendForms.module,0c18fdfd8f844b5490c3cc306b661716
"Measure 5: CAPTCHA","Maßnahme 5: CAPTCHA",,site/modules/FrontendForms/FrontendForms.module,9119b3ae6e7f3e3cc764b332e5c4b0f3
"Basic settings",Grundeinstellungen,,site/modules/FrontendForms/FrontendForms.module,93d74901738e996378295fb0a59bb977
"Use a CAPTCHA","Ein CAPTCHA verwenden",,site/modules/FrontendForms/FrontendForms.module,8edddf79a5b26d52c5d88d5df2ef5c53
"Choose whether you want to use a CAPTCHA and if so what kind.","Wählen Sie aus, ob Sie ein CAPTCHA verwenden möchten und wenn ja, welches.",,site/modules/FrontendForms/FrontendForms.module,e9df51855a34a5fc76ac19ae2feb3a01
"No CAPTCHA","Kein CAPTCHA",,site/modules/FrontendForms/FrontendForms.module,b23bb4764e36673626f332b94178c5ec
